id,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,number_of_reviews,last_review,reviews_per_month,number_of_reviews_ltm,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,host_description
47710659,16683151,Olof,Norrmalm,59.34071,18.02985,Entire home/apt,1058.0,104,2023-03-22,3.92,51,4.47,4.61,4.69,4.77,4.83,4.84,4.5,"Scandinavian Home-like Apt in Vasastan Welcome to Sthlm! <br /><br />This apartment is located in homey Vasastan district, known for its parks. With 8-10 minutes walk to St Eriksplan square where you will find cozy restaurants and Metro station. <br /><br />It is a bright apartment on the 3rd floor for max. 4 people, decorated in Scandinavian style with dining space in the livingroom, kitchen and separate bedroom.<br /><br /><b>The space</b><br />BEDROOMS<br />The double size bed is in a separate bedroom.<br />The sofabed in the livingroom can be prepared as a bed.<br /><br />KITCHEN & BATHROOM<br />You have an equipped kitchen where you can prepare the basic food.<br />The bathroom has a shower.<br /><br />GOOD TO KNOW:<br />- We provide towels & sheets (satin, hotel-quality)<br />- Cleanness is guaranteed as we have professional cleaners<br /><br /><b>Other things to note</b><br />Now there is internet in the place :)<br /><br />Please have in mind that the apartment is on the 3rd floor and there is no elevator"
47741278,60382478,Elias,Södermalm,59.31736,18.02775,Entire home/apt,1008.0,99,2023-03-25,3.74,42,4.68,4.81,4.73,4.92,4.9,4.79,4.63,"Beautiful Studio Gem with Seaview Welcome to Södermalm, dubbed by VOGUE magazine as one of the coolest neighborhoods in the world. This studio apartment is right next to the sea, enabling lively walks just outside the door. There are also plenty of restaurants, cafes, and bars close to the apartment.<br /><br />With the metro station close-by, you'll reach the vibrant city center within minutes. There is also a direct connection to Arlanda airport within 3 minutes commute.<br /><br /><b>The space</b><br />Newly renovated studio on floor 5 with seaview. Comfy bed, bar table and a big cozy couch which can be made as a bed too. Fully equipped kitchen w. micro & fridge. Cable TV. Loads of great restaurants and bars in the vivid Hornstull!<br /><br /><b>Other things to note</b><br />There is a current renovation work on the third floor. Water will also be turn off from 10:00 to 12:00."
47746163,4066711,Karin,Hässelby-Vällingby,59.36591,17.82951,Entire home/apt,2000.0,27,2023-02-27,1.09,15,4.96,4.96,4.85,4.85,5.0,4.85,4.89,"Cosy Stockholm Get Away with Jacuzzi In this newly build house you enjoy every moment. Its closeness to nature and Stockholm city makes it ideal for those who enjoy a city “get-away” - but still want to have city access. <br /><br />My new outdoor hot tub and tastefully furnished house is an oasis - relaxation and natural elements are combined and gives you a pleasant impression and feeling of design and comfort.<br /><br /><b>The space</b><br />My place is ideal for four people, with two separate bedrooms (one 180 cm and one 120cm wide bed). In addition - the sofa is incredibly comfortable and hosts two sleeping grownups. In total are six duvet, six pillows, bed linen and towels available.<br /><br />Other features here are “Sonos” sound system, “Philips hue” lamps, floor heating and a code key box, for easy check-in and check-out.<br /><br />The house is a semi-detached house, in Swedish called “parhus”. It’s newly built in 2020 and the house community is called “Designstaden” i.e Design city. It’s very modern and breat"
47749343,384758129,Olof,Norrmalm,59.33811,18.05057,Entire home/apt,2598.0,13,2022-07-22,0.54,5,5.0,5.0,4.92,5.0,5.0,4.92,4.77,"Spacious, central, equipped apartment with views. "
47755714,33446372,Paul & Sanna,Södermalm,59.31512,18.07494,Private room,580.0,136,2023-03-26,5.28,97,4.92,4.93,4.96,4.94,4.93,4.93,4.91,"The ideal place for you as a solo traveller Convenient living in Stockholm's most attractive district, Södermalm. You will have a rich selection of restaurants, coffee shop's and cultural places like ""The Fotografiska"" just around the corner as well as interesting SoFo.<br /><br /><b>The space</b><br />A perfect place to wake up at. Calm and very peaceful but still in a central and lively part of our wonderful city. Fast Wi-Fi. The room is enough for one person. Besides the room you will have access to a restroom, bathroom, kitchen and most of all, super nice hosts. Enjoy!<br /><br /><b>Other things to note</b><br />Smoking is strictly forbidden, in the apartment, on the balcony and on the attic corridor."
47756566,103946225,Diana,Farsta,59.24617,18.08396,Entire home/apt,1050.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mysig plats i Stockholm Koppla av med familjen i detta fridfulla boende. Eller koppla av du själv och ge dig den tiden du behöver.
47763232,240767680,Julius Apartment,Södermalm,59.31377,18.08118,Entire home/apt,1035.0,96,2023-03-12,3.76,49,4.74,4.83,4.8,4.81,4.75,4.91,4.64,"Bohemian & light one room apartment in SoFo, 31sqm The apartment is on the 2nd floor in a beautiful building from 1880 situated in the heart of the trendy area called SoFo at Södermalm. It is a  light, airy and very charming 1 room sudio with the windows facing a wonderful inner yard. The apartment can easily and very comfortably host 2 guests. The area is one of the popular places in Stockholm with a great variaty of restaurants, bars, cafees and shops.<br /><br /><b>The space</b><br />The apartment is newly renovated and is painted in white and is furnished in retro bohemian style. Important to understand that this is a one room apartment/studio wich means that bedroom, livingroom and kitchen is one big room. The celings are high and windows are large and have blackout curtains.<br />All windos have awnings.<br /><br /><b>Guest access</b><br />You have access to the whole apartment<br /><br />If you would like to book the garage parking  (only one) you need to eserv it when you make the booking. If it is available there is an extra c"
47775778,16683151,Olof,Östermalm,59.346771240234375,18.094463348388672,Entire home/apt,1025.0,66,2023-03-26,2.56,46,4.74,4.76,4.76,4.95,4.77,4.67,4.58,"Bright 2 BR Flat w Balcony Perfect for Families Spacious, freshly renovated and modern 2 bedrooms apartment in Östermalm district. The area is surrounded by green areas and parks you can enjoy the peace but also it is close to stylish cafes and restaurants if you wish to go out.<br /><br /><b>The space</b><br />There are 2 cozy bedrooms with double beds and stylish living room with sofabed and dining area. The kitchen and bathroom are fresh and equipped with all you may need. Apartment is on the 2nd floor and there is an elevator.<br /><br /><b>Other things to note</b><br />TV is only with apple TV and no regular channels"
47790686,74076129,Johanna,Södermalm,59.31903,18.04733,Entire home/apt,1100.0,2,2021-11-28,0.12,0,5.0,5.0,4.5,5.0,5.0,5.0,5.0,Charming apartment in the heart of Södermalm Charming apartment in the heart of Södermalm.<br />10 min walk to Hornstull and the wather.<br />5 min walk to Mariatorget.<br />2 min walk to the subway.<br />20 min walk to the old town.<br />Several restaurant and cafes around the corner.<br />A calm street and new renovated apartment.
47799515,2323151,Alexander,Södermalm,59.31777,18.03391,Entire home/apt,1000.0,12,2023-03-25,0.57,10,4.92,5.0,4.67,4.92,5.0,4.83,4.83,"Nice studio Södermalm A very nice studio in a vibrant area of Hornstull at Södermalm. The area is full of coffee shops and restaurants, but also has amazing passes for walks in parks nearby. Metro is just 3 minutes walk from the studio making most parts of the city available in 10 minutes.<br /><br />Studio is equipped with 140x200 bed (hard mattress), TV, Wifi. <br /><br />This studio is suitable for maximum two persons."
47807785,325885492,Old Town,Södermalm,59.32554,18.07001,Entire home/apt,1895.0,130,2023-03-16,5.94,81,4.78,4.87,4.74,4.66,4.55,4.92,4.67,"Charming - Old Town Beautiful four bedroom apartment in the heart of old town with two bathrooms, kitchen, living space.<br /><br /><b>The space</b><br />In these times of pandemic it is extra important to follow our simple rules:<br /><br />1. We do not accept any more guests then reservations are made for, if you overrule these terms your booking will be cancelled. <br />We accept no parties or load music. <br /><br />2. House property is over watched by a security company and public spaces have survivals cameras. <br /><br />3. If the security comapny needs to pay a visit to the apartment for breaking the rules, the guest will need to pay these costs.<br /><br /><b>Other things to note</b><br />We have strict rules in the accommodation. Absolutely no smoking or parties may occur."
47810957,250887137,Julien,Spånga-Tensta,59.39195,17.91843,Entire home/apt,400.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Tiny comfort Comfortable tiny house.  We are looking for a calm, clean person who would like to rent our comfortable tiny house. Your own private shower, big fridge and a small cooking stove. There is also a Private little garden. You will have access to a big fully equiped kitchen and laundry room in the main house shared with Young european professionals and students. The area has beatiful green surroundings, nice outdoor seating, barbeque and bikes to borrow."
47866153,6633479,Maria,Södermalm,59.31953,18.0361,Entire home/apt,3800.0,4,2022-08-13,0.34,4,5.0,5.0,4.5,4.75,5.0,4.75,4.75,"Six room apartment with balcony at Södermalm! Welcome to this six room apartment at Södermalm! Located close to the waterline and the pulsating atmosphere of the neighboorhood Hornstull, our home allows you to easily access green areas as well as culture and night-life.<br /><br /><b>The space</b><br />This 100 m2 apartment is located in a 1910th building with a garden containing BBQ-facilities and tables for dining outside.<br />Living room connected with dining room (with sofa and table for eight). From the dining room you access the sunny balcony with a great view over the Högalid church.<br />Master bedroom is equipped with a 160 cm bed and a children's bed.<br />Bedroom 2 is equipped with a 120 cm bed.<br />Bedroom 3 provides a 120 cm bed.<br />Bedroom 4 provides a 90 cm bed (loft bed).<br />The living room has a sofa that can be made into a 140 cm bed.<br />The kitchen contains full cooking facilities including a dish washer and a microwave.<br />The apartment offers wi-fi. For the family, we have one stroller, one children-"
47897124,310835509,TravelNest,Södermalm,59.31566226165429,18.087971925415047,Entire home/apt,1130.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Beautiful 1-Bed Apartment in Stockholm &zwj;<br /><br /><b>The space</b><br />This apartment is the perfect place to relax and unwind. Explore the sights and local attractions of Stockholm - there is so much to see and do here<br /><br /><br />As a self-catering apartment, you'll find everything you need for a perfect stay.<br />The kitchen has a fridge, a hob, an oven, a kettle, a freezer and a microwave.<br />The apartment is a perfect place to relax and offers a television and internet access.<br /><br /><br />There is one bedroom in this apartment which contains a double bed.<br /><br /><br />There is one bathroom, which has a toilet and sink and a walk-in shower.<br /><br /><br />Linen and towels are all included to make your stay more enjoyable.<br /><br /><br />House Rules:<br />- Check-in time is 4pm and check-out is 10am.<br />- Smoking is not allowed.<br />- There are on-site parking facilities available at the property.<br />- Pets are not allowed at the property."
47904336,382121994,Tobias,Norrmalm,59.33841,18.0673,Entire home/apt,1100.0,193,2023-03-27,7.39,108,4.94,4.91,4.93,4.84,4.97,4.96,4.85,"Live like a local in the very Center of Stockholm Right in the heart of Stockholm, close to Stureplan, city and Humlegarden is this well-appointed accommodation. Large and spacious bedroom. Open floor plan between a functional kitchen and living room with a large window facing the beautiful and quiet David Bagares Gata. Live in an 100 year old building.<br /><br /><b>The space</b><br />Apartment 30 m² is well-organized with a welcoming hall that holds plenty of storage space behind two large closets, renovated bathroom and kitchen, spacious sleeping area with double bed.<br /><br />The apartment's two window sections face a quiet, busy cul-de-sac, which means that the apartment is very secluded and quiet.<br /><br />Here you live at the best possible address with 2 minutes walk to Stureplan with the city's best shopping, restaurants and attractions.<br /><br />Cycling distance to all Stockholm universities such as KTH, the School of Business, Stockholm University and Karolinska Institutet!"
47919070,271346174,Stay,Hägersten-Liljeholmen,59.29772,17.99832,Entire home/apt,300.0,4,2023-01-13,0.16,3,4.5,4.25,4.5,4.5,4.75,4.5,4.5,"Modern & fully furnished studio - 1bed studio Modern fully furnished studio with all amenities in Telefonplan - only 13 minutes from Stockholm city center. The studio has its own modern kitchenette and bathroom with washer and dryer.<br /><br />There is one single bed (120cm) and a sofa in the studio. The flat is 25sqm.<br /><br />The area has cafes, supermarkets, public parking and restaurants within walking distance."
47921732,4364039,Maja,Skarpnäck,59.28381,18.10041,Entire home/apt,2800.0,5,2022-08-13,0.43,5,5.0,4.8,4.4,5.0,5.0,5.0,5.0,"Egen villa några minuter från Södermalms puls Om ni letar efter det perfekta boenden för en semester i Stockholm är vårt mysiga hus perfekt för er. Bara 10 minuter från södermalms puls bor du bekvämt med bastu, uteplats, nyrenoverat badrum och gratis parkering på uppfarten. Magnebergsvägen är känd för sin karaktär med Enskedevillor från början av 1900-talet. 5 minuter till tunnelbanan, 2 min till Magnebergsparken och nära till Söderbysjön för ett dopp varma sommardagar.<br /><br /><b>The space</b><br />På entréplan finns hall, kök, vardagsrum och toalett. <br /><br />På övervåningen finns 2 rum med 2 dubbelsängar samt toalett.<br /><br />I källaren finns 1 barnrum med en enkelsäng och ett tv-rum med en enkelsäng och en bäddsoffa och badrum/tvättstuga/badrum/bastu.<br /><br /><b>Guest access</b><br />Parkering på uppfarten för en bil. Om ni har 2 bilar brukar det finnas parkering i området (mot avgift)<br /><br /><b>Other things to note</b><br />Observera att inga husdjur kan vistas i huset då vi är allergiska. Vi ser gärna längre "
